Types	Questions	Answers	PlayerName	SportCategory	Context	Popularity	Unnamed: 0
1004	Count the events where the Deepika Kumari won a gold medal in one iteration, win a lower medal in the next iteration, and then win a gold medal again in the following iteration?	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		1328.0
59	How many medals did Angelo Crescenzo win in his late twenties ?	6	Angelo Crescenzo	Karate	"Angelo Crescenzo

Personal Information
Birth Date
1993-08-05	

Birth Place
Sarno	

Years Active

Height

Weight
60  kg	

Coach
	

Country Representing: ITA
World Championships
60 kg	MedalGold | 2018 | Madrid, MedalSilver | 2021 | Dubai, MedalBronze | 2023 | Budapest

World Games
60 kg	MedalBronze | 2022 | Birmingham

European Games
60 kg	MedalBronze | 2019 | Minsk, MedalBronze | 2023 | Kraków

European Championships
60 kg	MedalGold | 2023 | Guadalajara, MedalSilver | 2018 | Novi Sad, MedalSilver | 2019 | Guadalajara, MedalSilver | 2022 | Gaziantep, MedalBronze | 2017 | İzmit
Team kumite	MedalGold | 2024 | Zadar

"	Neutral	
1003	Determine the number of instances where Michele Frangilli won a medal of a different color than the previous iteration of the same event.	16	Michele Frangilli		"Michele Frangilli

Personal Information
Birth Date

Birth Place
Gallarate	

Country Representing: ITA
Olympic Games
Team	MedalGold | 2012 | London, MedalSilver | 2000 | Sydney, MedalBronze | 1996 | Atlanta

World Championships
Team 	MedalGold | 1999 | Riom, MedalSilver | 1995 | Jakarta, MedalSilver | 2001 | Beijing, MedalSilver | 2015 | Copenhagen, MedalBronze | 2003 | New York, MedalBronze | 2011 | Turin
Individual 	MedalGold | 2003 | New York

World Junior Championships
Team	MedalGold | 1994 | Roncegno, MedalSilver | 1993 | Moliet

World Indoor Championships
Individual	MedalGold | 2001 | Florence, MedalSilver | 2003 | Nimes
Team	MedalGold | 2001 | Nimes, MedalGold | 2007 | Izmir, MedalSilver | 2007 | Rzeszów, MedalBronze | 1997 | Cuba, MedalBronze | 2001 | Florence

World Field Championships
Individual	MedalGold | 2000 | Cortina, MedalGold | 2002 | Canberra, MedalGold | 2006 | Goteborg
Team	MedalGold | 2008 |  Llwynypia, MedalBronze | 2002 | Canberra, MedalBronze | 2006 | Goteborg, MedalBronze | 2010 | Visegard

European Championships
Team	MedalGold | 1998 | Boe, MedalSilver | 1996 | Kranska Gora, MedalBronze | 2002 | Oulu, MedalBronze | 2006 | Athens
Individual	MedalGold | 2002 | Oulu

Mediterranean Games
Individual	MedalSilver | 2013 | Mersin
Team	MedalBronze | 2013 | Mersin

"		1102.0
57	How many medals did Luigi Busà win in his early twenties ?	7	Luigi Busà	Karate	"Luigi Busà

Personal Information
Birth Date
1987-10-9	

Birth Place
Avola	

Years Active

Height

Weight

Coach
	

Country Representing: ITA
Olympic Games
75 kg	MedalGold | 2020 | Tokyo

World Championships
80 kg 	MedalGold | 2006 | Tampere
75 kg 	MedalGold | 2012 | Paris, MedalSilver | 2010 | Belgrade, MedalSilver | 2014 | Bremen, MedalSilver | 2018 | Madrid, MedalBronze | 2016 | Linz

European Championships
75 kg	MedalGold | 2007 | Bratislava, MedalGold | 2012 | Adeje, MedalGold | 2014 | Tampere, MedalGold | 2017 | İzmit, MedalGold | 2019 | Guadalajara, MedalSilver | 2009 | Zagreb, MedalSilver | 2011 | Zürich, MedalBronze | 2008 | Tallinn, MedalBronze | 2010 | Athens, MedalBronze | 2013 | Budapest, MedalBronze | 2015 | Istanbul, MedalBronze | 2018 | Novi Sad, MedalBronze | 2022 | Gaziantep
80 kg	MedalBronze | 2006 | Stavanger
Team kumite	MedalBronze | 2007 | Bratislava, MedalBronze | 2011 | Zürich

European Games
75 kg	MedalSilver | 2015 | Baku

Mediterranean Games
75 kg	MedalSilver | 2009 | Pescara, MedalBronze | 2013 | Mersin, MedalBronze | 2022 | Oran

"	Neutral	
55	What is the average number of medals won by Helen Langehanenberg in one year ?	1	Helen Langehanenberg	Dressage	"Helen Langehanenberg

Personal Information
Birth Date

Birth Place
Münster	

Height

Weight

Coach
	

Country Representing: GER
Olympic Games
Team dressage	MedalSilver | 2012 | London

World Championships
Team dressage	MedalGold | 2014 | Normandy
Spécial dressage	MedalSilver | 2014 | Normandy
Freestyle dressage	MedalSilver | 2014 | Normandy

European Championships
Team dressage	MedalGold | 2013 | Herning, MedalGold | 2017 | Gothenburg, MedalGold | 2021 | Hagen, MedalSilver | 2011 | Rotterdam
Special dressage	MedalSilver | 2013 | Herning
Freestyle dressage	MedalSilver | 2013 | Herning

World Cup
Individual dressage	MedalSilver | 2012 | Den Bosch, MedalSilver | 2014 | Lyon, MedalBronze | 2019 | Gothenburg

"	Neutral	
69	Does Natalia Valeeva have more Silver Medals than Bronze Medals in European Championships ?	Yes	Natalia Valeeva	Archery	"Natalia Valeeva

Personal Information
Birth Date

Birth Place
Tîrnauca	

Country Representing: URS
World Indoor Championships
Individual 	MedalGold | 1991 | Oulu, MedalGold | 1995 | Birmingham, MedalSilver | 1993 | Perpignan, MedalGold | 1999 | Havana, MedalGold | 2001 | Florence, MedalGold | 2012 | Las Vegas, MedalSilver | 2009 | Rzeszów
Team 	MedalGold | 2009 | Rzeszów, MedalBronze | 2012 | Las Vegas

Country Representing: EUN
Olympic Games
Individual	MedalBronze | 1992 | Barcelona
Team	MedalBronze | 1992 | Barcelona

Country Representing: MDA
World Championships
Individual 	MedalGold | 1995 | Jakarta, MedalGold | 2007 | Leipzig
Team 	MedalGold | 1999 | Riom, MedalGold | 2011 | Turin, MedalSilver | 2001 | Beijing, MedalSilver | 2007 | Leipzig

Country Representing: ITA
European Championships
Mixed team 	MedalGold | 2010 | Rovareto, MedalGold | 2012 | Amsterdam
Team 	MedalBronze | 2010 | Rovareto

Mediterranean Games
Team	MedalGold | 2013 | Mersin
Individual	MedalBronze | 2013 | Mersin

"	Neutral	
21	Which tournament(s) has Gauthier Grumier won the most Bronze Medals in ?	Olympic Games 2016, World Championships 2014, European Championships 2009	Gauthier Grumier	Fencing	"Gauthier Grumier

Personal Information
Birth Date
1984-05-29	

Birth Place
Nevers	

Height
188 cm	

Weight
84  kg	

Coach
	

Country Representing: FRA
Olympic Games
Team épée	MedalGold | 2016 | Rio de Janeiro
Individual	MedalBronze | 2016 | Rio de Janeiro

World Championships
Team	MedalGold | 2006 | Torino, MedalGold | 2009 | Antalya, MedalGold | 2010 | Paris, MedalGold | 2011 | Catania, MedalGold | 2014 | Kazan, MedalSilver | 2012 | Kiev
Individual	MedalSilver | 2010 | Paris, MedalSilver | 2015 | Moscow, MedalBronze | 2014 | Kazan

European Championships
Team	MedalGold | 2003 | Bourges, MedalGold | 2011 | Sheffield, MedalGold | 2015 | Montreux, MedalGold | 2016 | Torún
Individual	MedalGold | 2015 | Montreux, MedalBronze | 2009 | Plovdiv

Mediterranean Games
Individual	MedalGold | 2005 | Almería, MedalGold | 2009 | Pescara

"	Neutral	
69	Does Lee Yu-lim have more Bronze Medals than Gold Medals in World Junior Championships ?	No	Lee Yu-lim	Badminton	"Lee Yu-lim

Personal Information
Birth Date
2000-1-27	

Birth Place
Bucheon	

Height
1.61 m	

Weight

Years Active

Handedness
Right	

Coach
	

Date Of Highest Ranking

Country Representing: KOR
Uber Cup
Women's team	MedalGold | 2022 | Bangkok
Women's team 	MedalBronze | 2018 | Bangkok

Asia Mixed Team Championships
Mixed team 	MedalSilver | 2023 | Dubai

Asia Team Championships
Women's team 	MedalBronze | 2018 | Alor Setar

World Junior Championships
Girls' doubles	MedalGold | 2017 | Yogyakarta
Mixed team	MedalBronze | 2017 | Yogyakarta

Asian Junior Championships
Girls' doubles	MedalGold | 2017 | Jakarta
Mixed team 	MedalGold | 2017 | Jakarta, MedalSilver | 2016 | Bangkok
Mixed doubles	MedalSilver | 2016 | Bangkok

"	Neutral	
75	In which format did Jeoung Young-sik win his/her first International medal ?	Doubles, Team	Jeoung Young-sik	TableTennis	"Jeoung Young-sik

Personal Information
Birth Date
1992-1-20	

Birth Place
	

Height
1.80 m	

Weight

Country Representing: KOR
World Championships
Team	MedalBronze | 2010 | Moscow, MedalBronze | 2012 | Dortmund, MedalBronze | 2016 | Kuala Lumpur, MedalBronze | 2018 | Halmstad
Doubles	MedalBronze | 2011 | Rotterdam, MedalBronze | 2017 | Düsseldorf

World Cup
Team	MedalBronze | 2018 | London

Asian Games
Team	MedalSilver | 2010 | Guangzhou
Men's team	MedalSilver | 2018 | Jakarta
Doubles	MedalBronze | 2010 | Guangzhou

Asian Championships
Doubles	MedalSilver | 2012 | Macau
Team	MedalBronze | 2012 | Macau, MedalBronze | 2013 | Busan

"	Neutral	
96	How many medals did Jonatan Christie win in his/her thirties ?	0	Jonatan Christie	Badminton	"Jonatan Christie

Personal Information
Birth Date
1997-09-15	

Birth Place
Jakarta	

Height
1.79 m	

Weight
80  kg	

Handedness
Right	

Coach
Irwansyah	

Career Record
305 wins, 153 losses	

Country Representing: INA
Sudirman Cup
Mixed team 	MedalBronze | 2015 | Dongguan, MedalBronze | 2019 | Nanning

Thomas Cup
Men's team 	MedalGold | 2020 | Aarhus, MedalSilver | 2016 | Kunshan, MedalSilver | 2022 | Bangkok, MedalSilver | 2024 | Chengdu, MedalBronze | 2018 | Bangkok

Asian Games
Men's singles	MedalGold | 2018 | Jakarta
Men's team	MedalSilver | 2018 | Jakarta

Asian Championships
Men's singles	MedalGold | 2024 | Ningbo
Men's singles 	MedalSilver | 2022 | Manila

Asia Team Championships
Men's team 	MedalGold | 2016 | Hyderabad, MedalGold | 2018 | Alor Setar, MedalGold | 2020 | Manila

SEA Games
Men's team	MedalGold | 2015 | Singapore, MedalGold | 2017 | Kuala Lumpur, MedalGold | 2019 | Philippines
Men's singles	MedalGold | 2017 | Kuala Lumpur

World Junior Championships
Mixed team	MedalSilver | 2013 | Bangkok, MedalSilver | 2014 | Alor Setar

"	Neutral	
40	How many Asian Cup appearances/wins does Fan Zhendong have ?	5	Fan Zhendong	TableTennis	"Fan Zhendong

Personal Information
Birth Date
1997-1-22	

Birth Place
Guangzhou	

Height
1.73 m	

Weight
77  kg	

Country Representing: CHN
Olympic Games
Team	MedalGold | 2020 | Tokyo
Singles	MedalSilver | 2020 | Tokyo

World Championships
Team	MedalGold | 2014 | Tokyo, MedalGold | 2016 | Kuala Lumpur, MedalGold | 2018 | Halmstad, MedalGold | 2022 | Chengdu, MedalGold | 2024 | Busan
Doubles	MedalGold | 2017 | Düsseldorf, MedalGold | 2023 | Durban, MedalSilver | 2015 | Suzhou
Singles	MedalGold | 2021 | Houston, MedalGold | 2023 | Durban, MedalSilver | 2017 | Düsseldorf, MedalBronze | 2015 | Suzhou
Mixed doubles	MedalBronze | 2019 | Budapest

World Cup
Team	MedalGold | 2015 | Dubai, MedalGold | 2018 | London, MedalGold | 2019 | Tokyo
Singles	MedalGold | 2016 | Saarbrücken, MedalGold | 2018 | Paris, MedalGold | 2019 | Chengdu, MedalGold | 2020 | Weihai, MedalSilver | 2015 | Halmstad
Mixed team	MedalGold | 2023 | Chengdu

WTT Cup Finals
Singles	MedalGold | 2021 | Singapore, MedalSilver | 2023 | Doha

ITTF World Tour Grand Finals
Singles	MedalGold | 2017 | Astana, MedalGold | 2019 | Zhengzhou, MedalSilver | 2015 | Lisbon, MedalSilver | 2016 | Doha, MedalBronze | 2013 | Dubai
Doubles	MedalGold | 2019 | Zhengzhou

Military World Games
Team	MedalGold | 2019 | Wuhan
Singles	MedalGold | 2019 | Wuhan
Doubles	MedalGold | 2019 | Wuhan
Mixed doubles	MedalGold | 2019 | Wuhan

Asian Games
Team	MedalGold | 2014 | Incheon, MedalGold | 2018 | Jakarta, MedalGold | 2022 | Hangzhou
Singles	MedalGold | 2018 | Jakarta, MedalSilver | 2014 | Incheon, MedalSilver | 2022 | Hangzhou
Doubles	MedalGold | 2022 | Hangzhou, MedalSilver | 2014 | Incheon

Asian Championships
Team	MedalGold | 2013 | Busan, MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalGold | 2019 | Yogyakarta, MedalGold | 2023 | Pyeongchang
Singles	MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalSilver | 2023 | Pyeongchang, MedalBronze | 2019 | Yogyakarta
Doubles	MedalGold | 2015 | Pattaya, MedalGold | 2017 | Wuxi, MedalGold | 2023 | Pyeongchang, MedalSilver | 2019 | Yogyakarta
Mixed doubles	MedalGold | 2015 | Pattaya, MedalBronze | 2013 | Busan

Asian Cup
Singles	MedalGold | 2018 | Yokohama, MedalGold | 2019 | Yokohama, MedalSilver | 2014 | Wuhan, MedalSilver | 2015 | Jaipur, MedalSilver | 2017 | Ahmedabad

East Asian Games
Singles	MedalGold | 2013 | Tianjin
Team	MedalGold | 2013 | Tianjin
Doubles	MedalSilver | 2013 | Tianjin

Youth Olympic Games
Singles	MedalGold | 2014 | Nanjing
Mixed team	MedalGold | 2014 | Nanjing

World Junior Championships
Singles	MedalGold | 2012 | Hyderabad
Mixed doubles	MedalGold | 2012 | Hyderabad
Team	MedalGold | 2012 | Hyderabad
Doubles	MedalSilver | 2012 | Hyderabad

Asian Youth Games
Singles	MedalGold | 2013 | Nanjing

Asian Junior Championships
Singles	MedalGold | 2012 | Jiangyin
Doubles	MedalGold | 2012 | Jiangyin
Team	MedalGold | 2012 | Jiangyin

"	Popular	
71	Which medal type does Mary-Sophie Harvey has won the most medals in ?	Silver	Mary-Sophie Harvey	Swimming	"Mary-Sophie Harvey

Personal Information
Birth Date
1999-8-11	

Birth Place
Laval, Quebec	

Height
178 cm	

Weight
72  kg	

Country Representing: CAN
World Championships (LC)
4x200 m freestyle	MedalBronze | 2022 | Budapest
4x100 m medley	MedalBronze | 2023 | Fukuoka

World Championships (SC)
4x200 m freestyle	MedalSilver | 2022 | Melbourne
4x100 m freestyle	MedalBronze | 2022 | Melbourne

Commonwealth Games
4x200 m freestyle	MedalSilver | 2022 | Birmingham
4x100 m mixed freestyle	MedalBronze | 2022 | Birmingham

Pan American Games
200 m freestyle	MedalGold | 2023 | Santiago
4x100 m freestyle	MedalGold | 2023 | Santiago
4x100 m medley	MedalGold | 2023 | Santiago, MedalSilver | 2019 | Lima
200 m butterfly	MedalSilver | 2019 | Lima
4x200 m freestyle	MedalSilver | 2019 | Lima, MedalBronze | 2023 | Santiago
200 m medley	MedalSilver | 2023 | Santiago
400 m medley	MedalBronze | 2019 | Lima
4x100 m mixed freestyle	MedalBronze | 2023 | Santiago

World Junior Championships
200 m medley	MedalSilver | 2015 | Singapore
4x200 m freestyle	MedalSilver | 2015 | Singapore
4x100 m freestyle	MedalBronze | 2015 | Singapore

Junior Pan Pacific Championships
200 m medley	MedalGold | 2016 | Maui, MedalSilver | 2014 | Maui
4x100 m freestyle	MedalSilver | 2016 | Maui
4x100 m medley	MedalBronze | 2014 | Maui
400 m medley	MedalBronze | 2016 | Maui

"	Neutral	
55	What is the average number of medals won by Jeoung Young-sik in one year ?	1	Jeoung Young-sik	TableTennis	"Jeoung Young-sik

Personal Information
Birth Date
1992-1-20	

Birth Place
	

Height
1.80 m	

Weight

Country Representing: KOR
World Championships
Team	MedalBronze | 2010 | Moscow, MedalBronze | 2012 | Dortmund, MedalBronze | 2016 | Kuala Lumpur, MedalBronze | 2018 | Halmstad
Doubles	MedalBronze | 2011 | Rotterdam, MedalBronze | 2017 | Düsseldorf

World Cup
Team	MedalBronze | 2018 | London

Asian Games
Team	MedalSilver | 2010 | Guangzhou
Men's team	MedalSilver | 2018 | Jakarta
Doubles	MedalBronze | 2010 | Guangzhou

Asian Championships
Doubles	MedalSilver | 2012 | Macau
Team	MedalBronze | 2012 | Macau, MedalBronze | 2013 | Busan

"	Neutral	
53	How many International Gold Medals did David Popovici win in the  2019  ?	1	David Popovici	Swimming	"David Popovici

Personal Information
Coach
Adrian Rădulescu 	

Birth Date
2004-9-15	

Birth Place
Bucharest	

Height
1.90 m	

Weight
80  kg	

Country Representing: ROM
World Championships (LC)
100 m freestyle	MedalGold | 2022 | Budapest
200 m freestyle	MedalGold | 2022 | Budapest

World Championships (SC)
200 m freestyle	MedalSilver | 2022 | Melbourne

European Championships (LC)
100 m freestyle	MedalGold | 2022 | Rome, MedalGold | 2024 | Belgrade
200 m freestyle	MedalGold | 2022 | Rome, MedalGold | 2024 | Belgrade

European Championships (SC)
200 m freestyle	MedalGold | 2021 | Kazan
100 m freestyle	MedalBronze | 2023 | Otopeni

Junior level

World Junior Championships
100 m freestyle	MedalGold | 2022 | Lima
200 m freestyle	MedalGold | 2022 | Lima
4x100 m freestyle relay	MedalGold | 2022 | Lima
4x100 m mixed freestyle relay	MedalSilver | 2022 | Lima

European Junior Championships
50 m freestyle	MedalGold | 2021 | Rome, MedalGold | 2022 | Otopeni
100 m freestyle	MedalGold | 2021 | Rome, MedalGold | 2022 | Otopeni
200 m freestyle	MedalGold | 2021 | Rome, MedalGold | 2022 | Otopeni
4x100 m freestyle relay	MedalGold | 2022 | Otopeni, MedalSilver | 2021 | Rome
4x100 m mixed freestyle relay	MedalSilver | 2022 | Otopeni

European Youth Olympic Festival
100 m freestyle	MedalGold | 2019 | Baku
50 m freestyle	MedalSilver | 2019 | Baku
200 m freestyle	MedalSilver | 2019 | Baku

"	Neutral	
32	Has Akani Simbine ever won a Bronze Medals in the Universiade?	Yes	Akani Simbine	Sprint	"Akani Simbine

Personal Information
Birth Date
1993-9-21	

Birth Place
Kempton Park, Gauteng	

Height
176 cm	

Weight
74  kg	

Coach
Werner Prinsloo	

Country Representing: South Africa
World Relays
4x100 m relay	MedalGold | 2021 | Chorzów
4x200 m relay	MedalSilver | 2019 | Yokohama

Commonwealth Games
100 m	MedalGold | 2018 | Gold Coast, MedalSilver | 2022 | Birmingham
4x100 m relay	MedalSilver | 2018 | Gold Coast

African Championships
100 m	MedalGold | 2018 | Asaba, MedalSilver | 2022 | Mauritius, MedalBronze | 2016 | Durban
4x100 m relay	MedalGold | 2018 | Asaba, MedalGold | 2016 | Durban

Universiade
100 m	MedalGold | 2015 | Gwangju
4x100 m relay	MedalBronze | 2015 | Gwangju

Country Representing: Africa
Continental Cup
100 m	MedalBronze | 2018 | Ostrava

"	Neutral	
1006	Identify the number of times Deepika Kumari won medals in three consecutive iterations of an event, with the sequence being a bronze, followed by silver, and then gold medal.	2	Deepika Kumari		"Deepika Kumari

Personal Information
Birth Date
1994-06-13	

Birth Place
Ratu Chatti, 	

Height

Weight
56 kg	

Coach
	

Country Representing: IND
World Championships
Women's Team	MedalSilver | 2011 | Torino, MedalSilver | 2015 | Copenhagen

Asian Championships
Mixed Team	MedalBronze | 2019 | Bangkok, MedalBronze | 2015 | Bangkok, MedalGold | 2013 | Taipei
Team	MedalBronze | 2019 | Bangkok
Recurve Team	MedalSilver | 2015 | Bangkok, MedalSilver | 2011 | Tehran

World Cup
Women's Individual 	MedalGold | 2021 | Guatemala City

Commonwealth Games
Recurve individual	MedalGold | 2010 | Delhi
Recurve team	MedalGold | 2010 | Delhi

Asian Games
Recurve team	MedalBronze | 2010 | Guangzhou

"		2314.0
22	Which tournament(s) has Alessandro Miressi won the most Medals in ?	World Championships (SC) 2022, European Championships (LC) 2020, European Junior Championships 2016	Alessandro Miressi	Swimming	"Alessandro Miressi

Personal Information
Coach
Antonio Satta	

Birth Date
1998-10-2	

Birth Place
Turin	

Height
2.02 m	

Weight
99  kg	

Country Representing: ITA
Olympic Games
4x100 m freestyle	MedalSilver | 2020 | SOG
4x100 m medley	MedalBronze | 2020 | Tokyo

World Championships (LC)
4x100 m medley	MedalGold | 2022 | Budapest, MedalBronze | 2024 | Doha
4x100 m freestyle	MedalSilver | 2023 | Fukuoka, MedalSilver | 2024 | Doha, MedalBronze | 2022 | Budapest
100 m freestyle	MedalSilver | 2024 | Doha

World Championships (SC)
100 m freestyle	MedalGold | 2021 | Abu Dhabi, MedalBronze | 2022 | Melbourne
4x50 m freestyle	MedalGold | 2021 | Abu Dhabi, MedalSilver | 2022 | Melbourne, MedalBronze | 2018 | Hangzhou
4x100 m medley	MedalGold | 2021 | Abu Dhabi, MedalBronze | 2022 | Melbourne
4x100 m freestyle	MedalGold | 2022 | Melbourne, MedalSilver | 2021 | Abu Dhabi
4x50 m medley	MedalGold | 2022 | Melbourne

European Championships (LC)
100 m freestyle	MedalGold | 2018 | Glasgow, MedalSilver | 2020 | Budapest, MedalBronze | 2022 | Rome
4x100 m freestyle	MedalGold | 2022 | Rome, MedalSilver | 2018 | Glasgow, MedalBronze | 2020 | Budapest
4x100 m medley	MedalGold | 2022 | Rome, MedalBronze | 2020 | Budapest
4x100 m mixed medley	MedalBronze | 2018 | Glasgow, MedalBronze | 2020 | Budapest
4x100 m mixed freestyle	MedalBronze | 2020 | Budapest

European Championships (SC)
4x50 m freestyle	MedalSilver | 2017 | Copenhagen, MedalSilver | 2021 | Kazan, MedalSilver | 2023 | Otopeni, MedalBronze | 2019 | Glasgow
4x50 m medley	MedalSilver | 2017 | Copenhagen
100 m freestyle	MedalSilver | 2019 | Glasgow, MedalSilver | 2021 | Kazan, MedalSilver | 2023 | Otopeni
4x50 m mixed freestyle	MedalSilver | 2021 | Kazan, MedalSilver | 2023 | Otopeni

European Games
100 m freestyle	MedalSilver | 2015 | Baku
4x100 m freestyle	MedalSilver | 2015 | Baku

Universiade
4x100 m freestyle	MedalSilver | 2017 | Taipei

Mediterranean Games
100 m freestyle	MedalSilver | 2018 | Tarragona

World Junior Championships
4x100 m freestyle	MedalBronze | 2015 | Singapore

European Junior Championships
100 m freestyle	MedalGold | 2016 | Hódmezővásárhely
4x100 m medley	MedalGold | 2016 | Hódmezővásárhely
4x100 m mixed medley	MedalGold | 2016 | Hódmezővásárhely
4x100 m freestyle	MedalSilver | 2016 | Hódmezővásárhely
4x100 m mixed freestyle	MedalBronze | 2016 | Hódmezővásárhely

"	Popular	
